application_id,stage_number,stage_name,status,timestamp,duration_hours,drop_reason
APP-000049,1,Lead Captured,Completed,2022-02-02 10:16:00,0.1,
APP-000049,2,Application Submission,Dropped,2022-02-02 10:36:24,0.34,Unresponsive
APP-000050,1,Lead Captured,Completed,2024-04-02 14:43:00,0.1,
APP-000050,2,Application Submission,Completed,2024-04-02 15:58:00,1.25,
APP-000050,3,Document Verification,Completed,2024-04-03 12:08:48,20.18,
APP-000050,4,Underwriting & Risk,Completed,2024-04-05 03:52:00,39.72,
APP-000050,5,Credit Approved,Completed,2024-04-05 12:04:00,8.2,
APP-000050,6,Offer Acceptance,Completed,2024-04-08 03:59:48,63.93,
APP-000050,7,Disbursement,Completed,2024-04-09 01:02:12,21.04,
APP-000051,1,Lead Captured,Completed,2023-04-13 14:21:00,0.1,
APP-000051,2,Application Submission,Completed,2023-04-13 16:44:24,2.39,
APP-000051,3,Document Verification,Completed,2023-04-14 14:42:36,21.97,
APP-000051,4,Underwriting & Risk,Completed,2023-04-15 03:36:00,12.89,
APP-000051,5,Credit Approved,Completed,2023-04-15 11:55:12,8.32,
APP-000051,6,Offer Acceptance,Dropped,2023-04-17 19:26:24,55.52,Competitor Rate Cheaper
APP-000052,1,Lead Captured,Completed,2023-08-13 17:19:00,0.1,
APP-000052,2,Application Submission,Completed,2023-08-13 21:13:00,3.9,
APP-000052,3,Document Verification,Completed,2023-08-15 03:24:24,30.19,
APP-000052,4,Underwriting & Risk,Completed,2023-08-16 13:07:00,33.71,
APP-000052,5,Credit Approved,Completed,2023-08-17 00:20:12,11.22,
APP-000052,6,Offer Acceptance,Completed,2023-08-19 13:04:36,60.74,
APP-000052,7,Disbursement,Completed,2023-08-19 19:02:48,5.97,
APP-000053,1,Lead Captured,Completed,2023-09-25 13:22:00,0.1,
APP-000053,2,Application Submission,Completed,2023-09-25 16:24:24,3.04,
APP-000053,3,Document Verification,Completed,2023-09-25 21:59:48,5.59,
APP-000053,4,Underwriting & Risk,Completed,2023-09-26 23:43:00,25.72,
APP-000053,5,Credit Approved,Completed,2023-09-27 07:23:48,7.68,
APP-000053,6,Offer Acceptance,Completed,2023-09-28 16:44:12,33.34,
APP-000053,7,Disbursement,Completed,2023-09-29 06:00:24,13.27,
APP-000054,1,Lead Captured,Completed,2022-08-16 12:43:00,0.1,
APP-000054,2,Application Submission,Completed,2022-08-16 13:17:12,0.57,
APP-000054,3,Document Verification,Completed,2022-08-17 09:12:24,19.92,
APP-000054,4,Underwriting & Risk,Completed,2022-08-17 22:22:36,13.17,
APP-000054,5,Credit Approved,Completed,2022-08-18 01:54:24,3.53,
APP-000054,6,Offer Acceptance,Completed,2022-08-19 20:47:12,42.88,
APP-000054,7,Disbursement,Completed,2022-08-20 06:34:36,9.79,
APP-000055,1,Lead Captured,Completed,2022-03-28 14:01:00,0.1,
APP-000055,2,Application Submission,Dropped,2022-03-28 14:27:24,0.44,Form Incomplete
APP-000056,1,Lead Captured,Completed,2023-05-14 14:37:00,0.1,
APP-000056,2,Application Submission,Completed,2023-05-14 17:33:24,2.94,
APP-000056,3,Document Verification,Dropped,2023-05-15 23:46:00,30.21,Unclear ID Document
APP-000057,1,Lead Captured,Completed,2022-07-30 10:16:00,0.1,
APP-000057,2,Application Submission,Completed,2022-07-30 10:57:24,0.69,
APP-000057,3,Document Verification,Completed,2022-07-30 17:08:48,6.19,
APP-000057,4,Underwriting & Risk,Completed,2022-07-31 13:15:24,20.11,
APP-000057,5,Credit Approved,Completed,2022-07-31 14:52:36,1.62,
APP-000057,6,Offer Acceptance,Completed,2022-08-02 06:21:24,39.48,
APP-000057,7,Disbursement,Completed,2022-08-02 18:17:48,11.94,
APP-000058,1,Lead Captured,Completed,2023-08-11 09:41:00,0.1,
APP-000058,2,Application Submission,Completed,2023-08-11 10:22:24,0.69,
APP-000058,3,Document Verification,Completed,2023-08-11 16:21:12,5.98,
APP-000058,4,Underwriting & Risk,Completed,2023-08-13 12:19:24,43.97,
APP-000058,5,Credit Approved,Completed,2023-08-13 21:11:00,8.86,
APP-000058,6,Offer Acceptance,Completed,2023-08-15 12:29:00,39.3,
APP-000058,7,Disbursement,Completed,2023-08-15 19:56:00,7.45,
APP-000059,1,Lead Captured,Completed,2024-06-18 16:33:00,0.1,
APP-000059,2,Application Submission,Completed,2024-06-18 17:12:00,0.65,
APP-000059,3,Document Verification,Dropped,2024-06-19 08:23:24,15.19,Applicant Non-Response
APP-000060,1,Lead Captured,Completed,2022-09-22 17:45:00,0.1,
APP-000060,2,Application Submission,Completed,2022-09-22 19:15:36,1.51,
APP-000060,3,Document Verification,Completed,2022-09-23 10:51:36,15.6,
APP-000060,4,Underwriting & Risk,Dropped,2022-09-24 03:25:48,16.57,High Leverage / Active Delinquencies
APP-000061,1,Lead Captured,Completed,2024-09-22 11:14:00,0.1,
APP-000061,2,Application Submission,Completed,2024-09-22 14:02:00,2.8,
APP-000061,3,Document Verification,Dropped,2024-09-23 14:01:24,23.99,Applicant Non-Response
APP-000062,1,Lead Captured,Completed,2022-03-31 14:23:00,0.1,
APP-000062,2,Application Submission,Completed,2022-03-31 17:08:00,2.75,
APP-000062,3,Document Verification,Completed,2022-04-01 15:23:00,22.25,
APP-000062,4,Underwriting & Risk,Dropped,2022-04-03 06:09:48,38.78,Credit Score Below Threshold
APP-000063,1,Lead Captured,Completed,2024-10-26 16:26:00,0.1,
APP-000063,2,Application Submission,Completed,2024-10-26 18:17:00,1.85,
APP-000063,3,Document Verification,Dropped,2024-10-27 14:42:48,20.43,Income Proof Mismatch
APP-000064,1,Lead Captured,Completed,2023-03-31 15:56:00,0.1,
APP-000064,2,Application Submission,Completed,2023-03-31 19:16:24,3.34,
APP-000064,3,Document Verification,Completed,2023-04-01 21:32:36,26.27,
APP-000064,4,Underwriting & Risk,Completed,2023-04-03 09:45:48,36.22,
APP-000064,5,Credit Approved,Completed,2023-04-03 10:49:24,1.06,
APP-000064,6,Offer Acceptance,Completed,2023-04-03 22:03:12,11.23,
APP-000064,7,Disbursement,Completed,2023-04-04 18:25:24,20.37,
APP-000065,1,Lead Captured,Completed,2024-05-16 09:49:00,0.1,
APP-000065,2,Application Submission,Completed,2024-05-16 12:08:48,2.33,
APP-000065,3,Document Verification,Completed,2024-05-16 22:08:12,9.99,
APP-000065,4,Underwriting & Risk,Dropped,2024-05-18 03:04:36,28.94,Credit Score Below Threshold
APP-000066,1,Lead Captured,Completed,2022-02-11 14:55:00,0.1,
APP-000066,2,Application Submission,Completed,2022-02-11 16:20:12,1.42,
APP-000066,3,Document Verification,Dropped,2022-02-12 16:54:24,24.57,Applicant Non-Response
APP-000067,1,Lead Captured,Completed,2024-09-07 18:11:00,0.1,
APP-000067,2,Application Submission,Completed,2024-09-07 18:28:24,0.29,
APP-000067,3,Document Verification,Completed,2024-09-08 19:27:12,24.98,
APP-000067,4,Underwriting & Risk,Completed,2024-09-10 11:25:24,39.97,
APP-000067,5,Credit Approved,Completed,2024-09-10 16:49:24,5.4,
APP-000067,6,Offer Acceptance,Dropped,2024-09-12 03:50:36,35.02,Customer Changed Mind
APP-000068,1,Lead Captured,Completed,2023-01-18 15:44:00,0.1,
APP-000068,2,Application Submission,Completed,2023-01-18 16:59:00,1.25,
APP-000068,3,Document Verification,Completed,2023-01-19 11:15:12,18.27,
APP-000068,4,Underwriting & Risk,Dropped,2023-01-20 01:55:24,14.67,Credit Score Below Threshold
APP-000069,1,Lead Captured,Completed,2024-07-04 08:46:00,0.1,
APP-000069,2,Application Submission,Completed,2024-07-04 11:55:00,3.15,
APP-000069,3,Document Verification,Completed,2024-07-04 17:01:36,5.11,
APP-000069,4,Underwriting & Risk,Completed,2024-07-06 08:10:00,39.14,
APP-000069,5,Credit Approved,Completed,2024-07-06 13:22:36,5.21,
APP-000069,6,Offer Acceptance,Completed,2024-07-08 08:49:00,43.44,
APP-000069,7,Disbursement,Completed,2024-07-09 01:45:24,16.94,
APP-000070,1,Lead Captured,Completed,2024-02-01 15:48:00,0.1,
APP-000070,2,Application Submission,Completed,2024-02-01 19:28:12,3.67,
APP-000070,3,Document Verification,Completed,2024-02-02 15:11:24,19.72,
APP-000070,4,Underwriting & Risk,Completed,2024-02-04 09:18:00,42.11,
APP-000070,5,Credit Approved,Completed,2024-02-04 20:11:24,10.89,
APP-000070,6,Offer Acceptance,Completed,2024-02-06 07:34:12,35.38,
APP-000070,7,Disbursement,Completed,2024-02-07 00:34:12,17.0,
APP-000071,1,Lead Captured,Completed,2023-10-17 18:22:00,0.1,
APP-000071,2,Application Submission,Completed,2023-10-17 19:52:36,1.51,
APP-000071,3,Document Verification,Completed,2023-10-18 18:11:12,22.31,
APP-000071,4,Underwriting & Risk,Completed,2023-10-20 17:30:24,47.32,
APP-000071,5,Credit Approved,Completed,2023-10-21 04:14:12,10.73,
APP-000071,6,Offer Acceptance,Completed,2023-10-21 14:34:36,10.34,
APP-000071,7,Disbursement,Completed,2023-10-22 08:20:48,17.77,
APP-000072,1,Lead Captured,Completed,2024-04-21 20:26:00,0.1,
APP-000072,2,Application Submission,Completed,2024-04-21 22:29:36,2.06,
APP-000072,3,Document Verification,Dropped,2024-04-23 06:16:24,31.78,Unclear ID Document
APP-000073,1,Lead Captured,Completed,2023-09-15 10:10:00,0.1,
APP-000073,2,Application Submission,Completed,2023-09-15 13:56:12,3.77,
APP-000073,3,Document Verification,Completed,2023-09-15 22:52:00,8.93,
APP-000073,4,Underwriting & Risk,Dropped,2023-09-17 11:41:48,36.83,Credit Score Below Threshold
APP-000074,1,Lead Captured,Completed,2022-03-26 08:05:00,0.1,
APP-000074,2,Application Submission,Completed,2022-03-26 09:08:36,1.06,
APP-000074,3,Document Verification,Completed,2022-03-27 14:59:00,29.84,
APP-000074,4,Underwriting & Risk,Completed,2022-03-28 17:07:24,26.14,
APP-000074,5,Credit Approved,Completed,2022-03-28 19:51:48,2.74,
APP-000074,6,Offer Acceptance,Completed,2022-03-30 05:17:36,33.43,
APP-000074,7,Disbursement,Completed,2022-03-30 14:46:24,9.48,
APP-000075,1,Lead Captured,Completed,2023-12-09 14:08:00,0.1,
APP-000075,2,Application Submission,Dropped,2023-12-09 16:12:12,2.07,Abandoned Session
APP-000076,1,Lead Captured,Completed,2023-03-17 17:22:00,0.1,
APP-000076,2,Application Submission,Completed,2023-03-17 18:53:48,1.53,
APP-000076,3,Document Verification,Completed,2023-03-18 11:43:00,16.82,
APP-000076,4,Underwriting & Risk,Completed,2023-03-19 03:30:24,15.79,
APP-000076,5,Credit Approved,Completed,2023-03-19 05:19:00,1.81,
APP-000076,6,Offer Acceptance,Completed,2023-03-20 20:35:48,39.28,
APP-000076,7,Disbursement,Completed,2023-03-21 04:44:48,8.15,
APP-000077,1,Lead Captured,Completed,2022-09-01 10:06:00,0.1,
APP-000077,2,Application Submission,Completed,2022-09-01 13:40:48,3.58,
APP-000077,3,Document Verification,Dropped,2022-09-01 22:09:00,8.47,Verification SLA Timeout
APP-000078,1,Lead Captured,Completed,2022-11-29 14:39:00,0.1,
APP-000078,2,Application Submission,Completed,2022-11-29 17:51:36,3.21,
APP-000078,3,Document Verification,Completed,2022-11-30 21:04:12,27.21,
APP-000078,4,Underwriting & Risk,Dropped,2022-12-01 06:08:24,9.07,High DTI Ratio
APP-000079,1,Lead Captured,Completed,2023-04-12 19:03:00,0.1,
APP-000079,2,Application Submission,Completed,2023-04-12 19:57:00,0.9,
APP-000079,3,Document Verification,Completed,2023-04-13 16:00:36,20.06,
